01.06.2020 13:49:41(01.06.2020 14:11:20 ~ 01.06.2020 15:49:41) > Undelivered Order. ShopID = 350. OrederID = 2451189. Weight = 3,968, Lat = 55,663513, Long = 37,517921, dist =0,68 km, arrivalTime =  2,05 min
01.06.2020 12:56:06(01.06.2020 14:06:06 ~ 01.06.2020 14:56:06) > Undelivered Order. ShopID = 2053. OrederID = 2448395. Weight = 13,469, Lat = 55,7235087, Long = 37,903289, dist =0,59 km, arrivalTime =  1,77 min
01.06.2020 11:10:14(01.06.2020 12:07:51 ~ 01.06.2020 13:10:14) > Undelivered Order. ShopID = 2091. OrederID = 2441415. Weight = 5,06, Lat = 59,9747025, Long = 30,3187234, dist =2,05 km, arrivalTime =  6,14 min
01.06.2020 11:00:17(01.06.2020 12:10:17 ~ 01.06.2020 13:00:17) > Undelivered Order. ShopID = 2091. OrederID = 2440740. Weight = 5,277, Lat = 59,9770619, Long = 30,3158519, dist =2,36 km, arrivalTime =  7,08 min
01.06.2020 11:47:22(01.06.2020 12:57:22 ~ 01.06.2020 13:47:22) > Undelivered Order. ShopID = 2091. OrederID = 2443047. Weight = 14,335, Lat = 59,955772, Long = 30,329699, dist =0,96 km, arrivalTime =  2,87 min
01.06.2020 12:11:33(01.06.2020 13:21:33 ~ 01.06.2020 14:11:33) > Undelivered Order. ShopID = 2091. OrederID = 2444975. Weight = 2,749, Lat = 59,9715371992774, Long = 30,3101534, dist =1,69 km, arrivalTime =  5,07 min
01.06.2020 12:18:03(01.06.2020 13:28:03 ~ 01.06.2020 14:18:03) > Undelivered Order. ShopID = 2091. OrederID = 2445585. Weight = 4,685, Lat = 59,9612521985546, Long = 30,3343657, dist =1,16 km, arrivalTime =  3,49 min
01.06.2020 15:40:25(01.06.2020 16:06:02 ~ 01.06.2020 17:40:25) > Undelivered Order. ShopID = 2091. OrederID = 2457650. Weight = 0,842, Lat = 59,955425, Long = 30,328842, dist =0,93 km, arrivalTime =  2,80 min
01.06.2020 15:48:54(01.06.2020 16:13:29 ~ 01.06.2020 17:48:54) > Undelivered Order. ShopID = 2091. OrederID = 2458390. Weight = 3,76, Lat = 59,9574865960248, Long = 30,3193152, dist =0,29 km, arrivalTime =  0,86 min
01.06.2020 15:13:24(01.06.2020 16:23:24 ~ 01.06.2020 17:13:24) > Undelivered Order. ShopID = 2091. OrederID = 2456827. Weight = 4,389, Lat = 59,975256, Long = 30,314664, dist =2,13 km, arrivalTime =  6,38 min
01.06.2020 18:32:30(01.06.2020 19:03:11 ~ 01.06.2020 20:32:30) > Undelivered Order. ShopID = 2091. OrederID = 2466951. Weight = 19,788, Lat = 59,9687702996387, Long = 30,3066384, dist =1,44 km, arrivalTime =  4,33 min
01.06.2020 16:04:46(01.06.2020 16:59:59 ~ 01.06.2020 18:04:46) > Undelivered Order. ShopID = 2094. OrederID = 2435203. Weight = 7,803, Lat = 55,662251, Long = 37,62521, dist =4,13 km, arrivalTime =  12,39 min
01.06.2020 17:33:03(01.06.2020 17:45:02 ~ 01.06.2020 19:33:03) > Undelivered Order. ShopID = 2104. OrederID = 2461583. Weight = 1,175, Lat = 55,728062, Long = 37,631462, dist =0,93 km, arrivalTime =  2,79 min
01.06.2020 18:38:16(01.06.2020 18:51:53 ~ 01.06.2020 20:38:16) > Undelivered Order. ShopID = 2104. OrederID = 2464348. Weight = 4,064, Lat = 55,7177585605797, Long = 37,6324842213461, dist =0,66 km, arrivalTime =  1,97 min
01.06.2020 19:09:04(01.06.2020 19:18:34 ~ 01.06.2020 21:09:04) > Undelivered Order. ShopID = 2104. OrederID = 2468736. Weight = 4,137, Lat = 55,7279552994133, Long = 37,6382448017548, dist =1,20 km, arrivalTime =  3,61 min
01.06.2020 19:53:15(01.06.2020 19:56:59 ~ 01.06.2020 21:53:15) > Undelivered Order. ShopID = 2104. OrederID = 2471018. Weight = 0,705, Lat = 55,7226481608718, Long = 37,6236417296259, dist =0,29 km, arrivalTime =  0,87 min
01.06.2020 11:56:38(01.06.2020 12:04:39 ~ 01.06.2020 13:56:38) > Undelivered Order. ShopID = 2105. OrederID = 2444438. Weight = 1,967, Lat = 55,480251, Long = 37,300224, dist =0,65 km, arrivalTime =  1,95 min
01.06.2020 10:30:44(01.06.2020 11:37:21 ~ 01.06.2020 12:30:44) > Undelivered Order. ShopID = 2110. OrederID = 2437508. Weight = 14,858, Lat = 56,324062, Long = 44,00539, dist =1,73 km, arrivalTime =  5,19 min
01.06.2020 12:29:42(01.06.2020 13:39:42 ~ 01.06.2020 14:29:42) > Undelivered Order. ShopID = 2110. OrederID = 2445965. Weight = 6,378, Lat = 56,312729, Long = 43,980289, dist =0,76 km, arrivalTime =  2,27 min
01.06.2020 13:20:47(01.06.2020 14:30:47 ~ 01.06.2020 15:20:47) > Undelivered Order. ShopID = 2110. OrederID = 2437732. Weight = 12,086, Lat = 56,3124722973245, Long = 43,9950765, dist =0,44 km, arrivalTime =  1,32 min
01.06.2020 15:27:19(01.06.2020 16:05:08 ~ 01.06.2020 17:27:19) > Undelivered Order. ShopID = 2110. OrederID = 2456928. Weight = 12,474, Lat = 56,296825, Long = 43,991547, dist =2,33 km, arrivalTime =  7,00 min
01.06.2020 18:50:23(01.06.2020 19:07:22 ~ 01.06.2020 20:50:23) > Undelivered Order. ShopID = 2110. OrederID = 2467622. Weight = 1,009, Lat = 56,3152561815224, Long = 43,991348170718, dist =0,16 km, arrivalTime =  0,48 min
01.06.2020 15:36:04(01.06.2020 16:46:04 ~ 01.06.2020 17:36:04) > Undelivered Order. ShopID = 2112. OrederID = 2444026. Weight = 8,363, Lat = 55,982464, Long = 37,832905, dist =2,94 km, arrivalTime =  8,83 min
01.06.2020 20:56:30(01.06.2020 21:02:03 ~ 01.06.2020 22:56:30) > Undelivered Order. ShopID = 2116. OrederID = 2473313. Weight = 3,575, Lat = 55,724945, Long = 37,357845, dist =0,35 km, arrivalTime =  1,05 min
01.06.2020 14:41:27(01.06.2020 15:30:04 ~ 01.06.2020 16:41:27) > Undelivered Order. ShopID = 2123. OrederID = 2453861. Weight = 9,295, Lat = 59,944004, Long = 30,324772, dist =2,12 km, arrivalTime =  6,37 min
01.06.2020 18:22:47(01.06.2020 18:43:54 ~ 01.06.2020 20:22:47) > Undelivered Order. ShopID = 2123. OrederID = 2467119. Weight = 6,821, Lat = 59,9274745, Long = 30,2859568, dist =2,39 km, arrivalTime =  7,16 min
01.06.2020 10:33:34(01.06.2020 10:45:22 ~ 01.06.2020 12:33:34) > Undelivered Order. ShopID = 2128. OrederID = 2438161. Weight = 2,075, Lat = 55,7062873751251, Long = 37,3252006410219, dist =0,37 km, arrivalTime =  1,10 min
01.06.2020 20:05:46(01.06.2020 20:17:58 ~ 01.06.2020 22:05:46) > Undelivered Order. ShopID = 2128. OrederID = 2470803. Weight = 1,427, Lat = 55,706623, Long = 37,321232, dist =0,55 km, arrivalTime =  1,65 min
01.06.2020 14:04:09(01.06.2020 15:09:58 ~ 01.06.2020 16:04:09) > Undelivered Order. ShopID = 2135. OrederID = 2447938. Weight = 21,108, Lat = 56,949509, Long = 41,053478, dist =8,49 km, arrivalTime =  25,46 min
01.06.2020 16:35:32(01.06.2020 16:38:26 ~ 01.06.2020 18:35:32) > Undelivered Order. ShopID = 2135. OrederID = 2461233. Weight = 0,171, Lat = 56,991375, Long = 41,000057, dist =1,91 km, arrivalTime =  5,72 min
01.06.2020 18:09:37(01.06.2020 18:14:04 ~ 01.06.2020 20:09:37) > Undelivered Order. ShopID = 2135. OrederID = 2465779. Weight = 1,99, Lat = 56,9772748764599, Long = 40,9537658794049, dist =3,09 km, arrivalTime =  9,27 min
01.06.2020 18:06:26(01.06.2020 18:17:02 ~ 01.06.2020 20:06:26) > Undelivered Order. ShopID = 2135. OrederID = 2465435. Weight = 0,959, Lat = 56,9744130996209, Long = 40,9732765, dist =3,02 km, arrivalTime =  9,07 min
01.06.2020 18:07:39(01.06.2020 18:18:36 ~ 01.06.2020 20:07:39) > Undelivered Order. ShopID = 2135. OrederID = 2465308. Weight = 0,73, Lat = 57,027576, Long = 40,98164, dist =4,10 km, arrivalTime =  12,31 min
01.06.2020 20:02:23(01.06.2020 20:22:45 ~ 01.06.2020 22:02:23) > Undelivered Order. ShopID = 2135. OrederID = 2468905. Weight = 2,01, Lat = 56,991436, Long = 40,98727, dist =1,11 km, arrivalTime =  3,32 min
01.06.2020 20:04:47(01.06.2020 20:24:28 ~ 01.06.2020 22:04:47) > Undelivered Order. ShopID = 2135. OrederID = 2471521. Weight = 3,45, Lat = 56,974682, Long = 40,977711, dist =2,98 km, arrivalTime =  8,95 min
01.06.2020 10:51:56(01.06.2020 10:54:46 ~ 01.06.2020 12:51:56) > Undelivered Order. ShopID = 2156. OrederID = 2440123. Weight = 2,776, Lat = 57,694431, Long = 39,781353, dist =9,99 km, arrivalTime =  29,97 min
01.06.2020 11:51:53(01.06.2020 12:02:03 ~ 01.06.2020 13:51:53) > Undelivered Order. ShopID = 2156. OrederID = 2443168. Weight = 1,223, Lat = 57,6776058988735, Long = 39,7741178, dist =8,72 km, arrivalTime =  26,17 min
01.06.2020 13:15:30(01.06.2020 13:54:01 ~ 01.06.2020 15:15:30) > Undelivered Order. ShopID = 2156. OrederID = 2449667. Weight = 2,097, Lat = 57,6959645, Long = 39,7814606, dist =10,15 km, arrivalTime =  30,45 min
01.06.2020 16:29:14(01.06.2020 17:09:46 ~ 01.06.2020 18:29:14) > Undelivered Order. ShopID = 2156. OrederID = 2460874. Weight = 0,443, Lat = 57,698574, Long = 39,788719, dist =10,13 km, arrivalTime =  30,40 min
01.06.2020 18:31:05(01.06.2020 18:45:36 ~ 01.06.2020 20:31:05) > Undelivered Order. ShopID = 2156. OrederID = 2443366. Weight = 6,398, Lat = 57,6827561121778, Long = 39,8080231910167, dist =7,61 km, arrivalTime =  22,83 min
01.06.2020 18:46:17(01.06.2020 19:04:53 ~ 01.06.2020 20:46:17) > Undelivered Order. ShopID = 2156. OrederID = 2454181. Weight = 5,738, Lat = 57,641148, Long = 39,873756, dist =0,89 km, arrivalTime =  2,67 min
01.06.2020 19:32:52(01.06.2020 20:17:06 ~ 01.06.2020 21:32:52) > Undelivered Order. ShopID = 2156. OrederID = 2468070. Weight = 6,987, Lat = 57,6851566947434, Long = 39,7715228, dist =9,54 km, arrivalTime =  28,61 min
01.06.2020 13:24:57(01.06.2020 13:51:34 ~ 01.06.2020 15:24:57) > Undelivered Order. ShopID = 2161. OrederID = 2449813. Weight = 2,425, Lat = 55,8300092996157, Long = 37,9637612, dist =0,91 km, arrivalTime =  2,73 min
01.06.2020 10:57:22(01.06.2020 11:27:20 ~ 01.06.2020 12:57:22) > Undelivered Order. ShopID = 2166. OrederID = 2439624. Weight = 9,47, Lat = 55,722324, Long = 37,514446, dist =0,62 km, arrivalTime =  1,86 min
01.06.2020 11:09:21(01.06.2020 11:25:08 ~ 01.06.2020 13:09:21) > Undelivered Order. ShopID = 2169. OrederID = 2441362. Weight = 0,841, Lat = 55,430988, Long = 37,7428538, dist =2,18 km, arrivalTime =  6,55 min
01.06.2020 11:20:33(01.06.2020 11:25:09 ~ 01.06.2020 13:20:33) > Undelivered Order. ShopID = 2184. OrederID = 2440995. Weight = 14,253, Lat = 55,781155, Long = 37,578449, dist =0,19 km, arrivalTime =  0,58 min
01.06.2020 12:09:14(01.06.2020 12:37:37 ~ 01.06.2020 14:09:14) > Undelivered Order. ShopID = 2184. OrederID = 2444121. Weight = 6,827, Lat = 55,787045, Long = 37,57674, dist =0,79 km, arrivalTime =  2,36 min
01.06.2020 20:24:25(01.06.2020 20:38:56 ~ 01.06.2020 22:24:25) > Undelivered Order. ShopID = 2184. OrederID = 2472411. Weight = 6,238, Lat = 55,7862678, Long = 37,568314, dist =1,13 km, arrivalTime =  3,39 min
01.06.2020 11:49:21(01.06.2020 12:10:19 ~ 01.06.2020 13:49:21) > Undelivered Order. ShopID = 2197. OrederID = 2443284. Weight = 9,314, Lat = 55,917034, Long = 37,417282, dist =0,49 km, arrivalTime =  1,46 min
01.06.2020 14:49:47(01.06.2020 15:40:41 ~ 01.06.2020 16:49:47) > Undelivered Order. ShopID = 2197. OrederID = 2454349. Weight = 1,823, Lat = 55,916393, Long = 37,409111, dist =0,54 km, arrivalTime =  1,63 min
01.06.2020 10:04:04(01.06.2020 11:14:04 ~ 01.06.2020 12:04:04) > Undelivered Order. ShopID = 2199. OrederID = 2436178. Weight = 14,07, Lat = 55,7813328477009, Long = 49,1374489800973, dist =1,44 km, arrivalTime =  4,31 min
01.06.2020 10:33:29(01.06.2020 11:21:39 ~ 01.06.2020 12:33:29) > Undelivered Order. ShopID = 2199. OrederID = 2434303. Weight = 1,275, Lat = 55,78265, Long = 49,152473, dist =2,43 km, arrivalTime =  7,29 min
01.06.2020 10:55:49(01.06.2020 12:05:49 ~ 01.06.2020 12:55:49) > Undelivered Order. ShopID = 2199. OrederID = 2439194. Weight = 8,945, Lat = 55,78886, Long = 49,139786, dist =1,44 km, arrivalTime =  4,32 min
01.06.2020 13:33:24(01.06.2020 14:43:24 ~ 01.06.2020 15:33:24) > Undelivered Order. ShopID = 2199. OrederID = 2437809. Weight = 2,535, Lat = 55,761982, Long = 49,164383, dist =4,65 km, arrivalTime =  13,95 min
01.06.2020 13:51:43(01.06.2020 15:01:43 ~ 01.06.2020 15:51:43) > Undelivered Order. ShopID = 2199. OrederID = 2449804. Weight = 6,795, Lat = 55,799137, Long = 49,12994, dist =1,78 km, arrivalTime =  5,34 min
01.06.2020 18:16:30(01.06.2020 18:31:08 ~ 01.06.2020 20:16:30) > Undelivered Order. ShopID = 2212. OrederID = 2465979. Weight = 6,834, Lat = 52,603676, Long = 39,500839, dist =0,54 km, arrivalTime =  1,63 min
01.06.2020 19:06:34(01.06.2020 19:15:07 ~ 01.06.2020 21:06:34) > Undelivered Order. ShopID = 2212. OrederID = 2442944. Weight = 3,055, Lat = 52,596928, Long = 39,493095, dist =1,63 km, arrivalTime =  4,89 min
01.06.2020 19:58:51(01.06.2020 20:15:39 ~ 01.06.2020 21:58:51) > Undelivered Order. ShopID = 2212. OrederID = 2470709. Weight = 3,567, Lat = 52,60508, Long = 39,50351, dist =0,26 km, arrivalTime =  0,78 min
01.06.2020 11:18:13(01.06.2020 11:28:05 ~ 01.06.2020 13:18:13) > Undelivered Order. ShopID = 2219. OrederID = 2434906. Weight = 2,051, Lat = 56,312843, Long = 44,067852, dist =3,42 km, arrivalTime =  10,25 min
01.06.2020 11:09:46(01.06.2020 11:44:27 ~ 01.06.2020 13:09:46) > Undelivered Order. ShopID = 2219. OrederID = 2436253. Weight = 6,499, Lat = 56,316299, Long = 44,063984, dist =2,97 km, arrivalTime =  8,90 min
01.06.2020 14:57:47(01.06.2020 15:01:43 ~ 01.06.2020 16:57:47) > Undelivered Order. ShopID = 2219. OrederID = 2455846. Weight = 0,049, Lat = 56,2917494364007, Long = 44,0645582085245, dist =5,19 km, arrivalTime =  15,56 min
01.06.2020 15:10:44(01.06.2020 15:28:15 ~ 01.06.2020 17:10:44) > Undelivered Order. ShopID = 2219. OrederID = 2444321. Weight = 8,186, Lat = 56,31493, Long = 44,024059, dist =1,28 km, arrivalTime =  3,84 min
01.06.2020 16:35:44(01.06.2020 16:42:08 ~ 01.06.2020 18:35:44) > Undelivered Order. ShopID = 2219. OrederID = 2460918. Weight = 0,663, Lat = 56,320129, Long = 44,049393, dist =1,78 km, arrivalTime =  5,33 min
01.06.2020 16:46:32(01.06.2020 17:00:27 ~ 01.06.2020 18:46:32) > Undelivered Order. ShopID = 2219. OrederID = 2435920. Weight = 1,89, Lat = 56,31472, Long = 44,022934, dist =1,32 km, arrivalTime =  3,97 min
01.06.2020 19:22:28(01.06.2020 19:44:21 ~ 01.06.2020 21:22:28) > Undelivered Order. ShopID = 2219. OrederID = 2469239. Weight = 3,926, Lat = 56,316101, Long = 44,02425, dist =1,12 km, arrivalTime =  3,37 min
01.06.2020 19:20:39(01.06.2020 19:55:53 ~ 01.06.2020 21:20:39) > Undelivered Order. ShopID = 2219. OrederID = 2469193. Weight = 7,469, Lat = 56,283768, Long = 44,064289, dist =6,10 km, arrivalTime =  18,30 min
01.06.2020 19:58:36(01.06.2020 20:23:06 ~ 01.06.2020 21:58:36) > Undelivered Order. ShopID = 2219. OrederID = 2470396. Weight = 5,013, Lat = 56,2938867996177, Long = 44,0594241, dist =4,74 km, arrivalTime =  14,23 min
01.06.2020 19:53:48(01.06.2020 20:36:23 ~ 01.06.2020 21:53:48) > Undelivered Order. ShopID = 2219. OrederID = 2470446. Weight = 12,173, Lat = 56,3026460992354, Long = 44,0734658, dist =4,52 km, arrivalTime =  13,57 min
01.06.2020 12:48:51(01.06.2020 13:18:58 ~ 01.06.2020 14:48:51) > Undelivered Order. ShopID = 2286. OrederID = 2439951. Weight = 3,952, Lat = 55,8026110996156, Long = 37,510515, dist =0,57 km, arrivalTime =  1,72 min
01.06.2020 10:24:16(01.06.2020 10:53:58 ~ 01.06.2020 12:24:16) > Undelivered Order. ShopID = 2311. OrederID = 2436503. Weight = 4,023, Lat = 55,758904, Long = 37,664024, dist =1,74 km, arrivalTime =  5,21 min
01.06.2020 15:23:03(01.06.2020 15:42:18 ~ 01.06.2020 17:23:03) > Undelivered Order. ShopID = 2311. OrederID = 2457348. Weight = 5,026, Lat = 55,771899, Long = 37,676574, dist =0,46 km, arrivalTime =  1,38 min
01.06.2020 15:33:42(01.06.2020 15:44:49 ~ 01.06.2020 17:33:42) > Undelivered Order. ShopID = 2311. OrederID = 2456667. Weight = 7,221, Lat = 55,7702174911561, Long = 37,6891768, dist =0,78 km, arrivalTime =  2,34 min
01.06.2020 15:14:56(01.06.2020 15:58:23 ~ 01.06.2020 17:14:56) > Undelivered Order. ShopID = 2311. OrederID = 2453385. Weight = 22,286, Lat = 55,7708809579987, Long = 37,6581454395012, dist =1,60 km, arrivalTime =  4,80 min
01.06.2020 16:02:33(01.06.2020 16:36:38 ~ 01.06.2020 18:02:33) > Undelivered Order. ShopID = 2311. OrederID = 2455215. Weight = 19,219, Lat = 55,767467, Long = 37,657543, dist =1,63 km, arrivalTime =  4,89 min
01.06.2020 16:26:32(01.06.2020 17:36:32 ~ 01.06.2020 18:26:32) > Undelivered Order. ShopID = 2311. OrederID = 2460261. Weight = 2,907, Lat = 55,7796396996156, Long = 37,6685724, dist =1,66 km, arrivalTime =  4,97 min
01.06.2020 17:18:25(01.06.2020 18:28:25 ~ 01.06.2020 19:18:25) > Undelivered Order. ShopID = 2311. OrederID = 2444349. Weight = 13,672, Lat = 55,76881, Long = 37,667553, dist =0,87 km, arrivalTime =  2,61 min
01.06.2020 20:59:45(01.06.2020 21:04:54 ~ 01.06.2020 22:59:45) > Undelivered Order. ShopID = 2311. OrederID = 2473387. Weight = 2,958, Lat = 55,760166, Long = 37,659145, dist =1,89 km, arrivalTime =  5,67 min
01.06.2020 14:44:45(01.06.2020 15:28:08 ~ 01.06.2020 16:44:45) > Undelivered Order. ShopID = 2321. OrederID = 2453303. Weight = 13,275, Lat = 54,604053, Long = 39,796749, dist =3,87 km, arrivalTime =  11,62 min
01.06.2020 15:32:19(01.06.2020 15:45:59 ~ 01.06.2020 17:32:19) > Undelivered Order. ShopID = 2321. OrederID = 2455307. Weight = 5,163, Lat = 54,6116499996113, Long = 39,8146884, dist =4,63 km, arrivalTime =  13,90 min
01.06.2020 16:49:00(01.06.2020 17:04:55 ~ 01.06.2020 18:49:00) > Undelivered Order. ShopID = 2321. OrederID = 2458210. Weight = 4,658, Lat = 54,6210301767189, Long = 39,748395162837, dist =0,72 km, arrivalTime =  2,16 min
01.06.2020 10:38:31(01.06.2020 11:44:49 ~ 01.06.2020 12:38:31) > Undelivered Order. ShopID = 2327. OrederID = 2438988. Weight = 5,375, Lat = 59,805637, Long = 30,379772, dist =11,67 km, arrivalTime =  35,00 min
01.06.2020 12:39:36(01.06.2020 13:49:36 ~ 01.06.2020 14:39:36) > Undelivered Order. ShopID = 2327. OrederID = 2445423. Weight = 16,016, Lat = 59,810093, Long = 30,367872, dist =12,41 km, arrivalTime =  37,22 min
01.06.2020 14:07:33(01.06.2020 15:17:33 ~ 01.06.2020 16:07:33) > Undelivered Order. ShopID = 2327. OrederID = 2450416. Weight = 5,807, Lat = 59,808472, Long = 30,369844, dist =12,17 km, arrivalTime =  36,50 min
01.06.2020 19:51:14(01.06.2020 20:10:53 ~ 01.06.2020 21:51:14) > Undelivered Order. ShopID = 2327. OrederID = 2455761. Weight = 6,942, Lat = 59,73576, Long = 30,458656, dist =3,99 km, arrivalTime =  11,97 min
01.06.2020 11:02:47(01.06.2020 11:20:18 ~ 01.06.2020 13:02:47) > Undelivered Order. ShopID = 2333. OrederID = 2440092. Weight = 2,471, Lat = 52,770901, Long = 41,409851, dist =5,56 km, arrivalTime =  16,69 min
01.06.2020 15:10:27(01.06.2020 16:20:27 ~ 01.06.2020 17:10:27) > Undelivered Order. ShopID = 2333. OrederID = 2455549. Weight = 16,006, Lat = 52,772739, Long = 41,384899, dist =7,15 km, arrivalTime =  21,44 min
01.06.2020 15:13:26(01.06.2020 16:23:26 ~ 01.06.2020 17:13:26) > Undelivered Order. ShopID = 2333. OrederID = 2456805. Weight = 1,003, Lat = 52,719105, Long = 41,458946, dist =2,60 km, arrivalTime =  7,79 min
01.06.2020 16:12:21(01.06.2020 17:22:21 ~ 01.06.2020 18:12:21) > Undelivered Order. ShopID = 2333. OrederID = 2459426. Weight = 3,681, Lat = 52,7746340992137, Long = 41,3710086, dist =8,18 km, arrivalTime =  24,55 min
01.06.2020 16:18:09(01.06.2020 17:28:09 ~ 01.06.2020 18:18:09) > Undelivered Order. ShopID = 2333. OrederID = 2460329. Weight = 3,254, Lat = 52,712663, Long = 41,4123624, dist =4,69 km, arrivalTime =  14,08 min
01.06.2020 11:41:45(01.06.2020 11:53:59 ~ 01.06.2020 13:41:45) > Undelivered Order. ShopID = 2338. OrederID = 2443492. Weight = 1,813, Lat = 55,739458, Long = 37,64968, dist =0,50 km, arrivalTime =  1,51 min
01.06.2020 11:54:43(01.06.2020 12:01:08 ~ 01.06.2020 13:54:43) > Undelivered Order. ShopID = 2338. OrederID = 2444133. Weight = 10,411, Lat = 55,7434573996154, Long = 37,6475021, dist =0,44 km, arrivalTime =  1,33 min
01.06.2020 13:38:45(01.06.2020 14:10:03 ~ 01.06.2020 15:38:45) > Undelivered Order. ShopID = 2338. OrederID = 2450310. Weight = 9,805, Lat = 55,7461406992307, Long = 37,6461031, dist =0,71 km, arrivalTime =  2,13 min
01.06.2020 15:45:45(01.06.2020 15:51:28 ~ 01.06.2020 17:45:45) > Undelivered Order. ShopID = 2338. OrederID = 2458538. Weight = 0,653, Lat = 55,745701, Long = 37,645695, dist =0,70 km, arrivalTime =  2,09 min
01.06.2020 15:49:20(01.06.2020 16:16:27 ~ 01.06.2020 17:49:20) > Undelivered Order. ShopID = 2338. OrederID = 2457887. Weight = 8,7, Lat = 55,7434320996154, Long = 37,6475169, dist =0,44 km, arrivalTime =  1,32 min
01.06.2020 17:04:23(01.06.2020 17:10:34 ~ 01.06.2020 19:04:23) > Undelivered Order. ShopID = 2338. OrederID = 2462939. Weight = 1,583, Lat = 55,7394028, Long = 37,6478755, dist =0,59 km, arrivalTime =  1,78 min
01.06.2020 16:49:26(01.06.2020 17:12:29 ~ 01.06.2020 18:49:26) > Undelivered Order. ShopID = 2338. OrederID = 2460848. Weight = 12,697, Lat = 55,7479260725414, Long = 37,6449221079281, dist =0,94 km, arrivalTime =  2,82 min
01.06.2020 20:13:19(01.06.2020 20:32:46 ~ 01.06.2020 22:13:19) > Undelivered Order. ShopID = 2338. OrederID = 2471784. Weight = 7,176, Lat = 55,7472, Long = 37,642418, dist =1,01 km, arrivalTime =  3,04 min
01.06.2020 18:35:17(01.06.2020 18:54:32 ~ 01.06.2020 20:35:17) > Undelivered Order. ShopID = 2339. OrederID = 2467139. Weight = 5,483, Lat = 55,5611608969174, Long = 37,8120401, dist =5,96 km, arrivalTime =  17,88 min
01.06.2020 10:03:58(01.06.2020 10:29:47 ~ 01.06.2020 12:03:58) > Undelivered Order. ShopID = 2364. OrederID = 2434587. Weight = 9,588, Lat = 55,814432831678, Long = 38,9771259861207, dist =0,77 km, arrivalTime =  2,32 min
01.06.2020 15:08:20(01.06.2020 15:16:33 ~ 01.06.2020 17:08:20) > Undelivered Order. ShopID = 2364. OrederID = 2440586. Weight = 0,833, Lat = 55,822296, Long = 38,989571, dist =2,09 km, arrivalTime =  6,27 min
01.06.2020 13:35:40(01.06.2020 13:51:12 ~ 01.06.2020 15:35:40) > Undelivered Order. ShopID = 2373. OrederID = 2449266. Weight = 3,237, Lat = 55,762119, Long = 37,609543, dist =1,50 km, arrivalTime =  4,49 min
01.06.2020 14:06:38(01.06.2020 14:14:38 ~ 01.06.2020 16:06:38) > Undelivered Order. ShopID = 2373. OrederID = 2452912. Weight = 8,692, Lat = 55,770401, Long = 37,599175, dist =1,76 km, arrivalTime =  5,29 min
01.06.2020 17:01:57(01.06.2020 17:38:19 ~ 01.06.2020 19:01:57) > Undelivered Order. ShopID = 2373. OrederID = 2462041. Weight = 18,794, Lat = 55,771515, Long = 37,618603, dist =0,33 km, arrivalTime =  0,99 min
01.06.2020 10:12:31(01.06.2020 11:22:31 ~ 01.06.2020 12:12:31) > Undelivered Order. ShopID = 2376. OrederID = 2437441. Weight = 2,305, Lat = 59,93364, Long = 30,382633, dist =2,16 km, arrivalTime =  6,49 min
01.06.2020 10:45:54(01.06.2020 11:55:54 ~ 01.06.2020 12:45:54) > Undelivered Order. ShopID = 2376. OrederID = 2438113. Weight = 17,916, Lat = 59,9274802989153, Long = 30,3738443, dist =2,50 km, arrivalTime =  7,49 min
01.06.2020 11:02:36(01.06.2020 12:12:36 ~ 01.06.2020 13:02:36) > Undelivered Order. ShopID = 2376. OrederID = 2435740. Weight = 4,801, Lat = 59,943352, Long = 30,359095, dist =0,16 km, arrivalTime =  0,49 min
01.06.2020 11:18:07(01.06.2020 12:28:07 ~ 01.06.2020 13:18:07) > Undelivered Order. ShopID = 2376. OrederID = 2441292. Weight = 6,971, Lat = 59,94212, Long = 30,377337, dist =1,28 km, arrivalTime =  3,85 min
01.06.2020 11:32:19(01.06.2020 12:42:19 ~ 01.06.2020 13:32:19) > Undelivered Order. ShopID = 2376. OrederID = 2442864. Weight = 0,691, Lat = 59,9421024, Long = 30,3412453, dist =1,22 km, arrivalTime =  3,65 min
01.06.2020 11:33:43(01.06.2020 12:43:43 ~ 01.06.2020 13:33:43) > Undelivered Order. ShopID = 2376. OrederID = 2439937. Weight = 1,624, Lat = 59,930264714468, Long = 30,3838030544473, dist =2,54 km, arrivalTime =  7,62 min
01.06.2020 11:52:27(01.06.2020 13:02:27 ~ 01.06.2020 13:52:27) > Undelivered Order. ShopID = 2376. OrederID = 2444241. Weight = 6,306, Lat = 59,9385826, Long = 30,3688919, dist =1,05 km, arrivalTime =  3,14 min
01.06.2020 12:08:35(01.06.2020 13:18:35 ~ 01.06.2020 14:08:35) > Undelivered Order. ShopID = 2376. OrederID = 2444122. Weight = 15,299, Lat = 59,9466968150353, Long = 30,379415798306, dist =1,41 km, arrivalTime =  4,23 min
01.06.2020 19:09:40(01.06.2020 19:45:48 ~ 01.06.2020 21:09:40) > Undelivered Order. ShopID = 2376. OrederID = 2461637. Weight = 1,886, Lat = 59,945301, Long = 30,344748, dist =0,94 km, arrivalTime =  2,83 min
01.06.2020 15:21:18(01.06.2020 15:32:31 ~ 01.06.2020 17:21:18) > Undelivered Order. ShopID = 2377. OrederID = 2457232. Weight = 2,717, Lat = 59,8508246, Long = 30,2813193, dist =1,38 km, arrivalTime =  4,14 min
